abase	**abase** — to humiliate, degrade
dispatch	**dispatch** — to send off to accomplish a duty
dispel	**dispel** — to drive away, scatter
disperse	**disperse** — to scatter, cause to scatter
disrepute	**disrepute** — a state of being held in low regard
dissemble	**dissemble** — to conceal, fake
disseminate	**disseminate** — to spread widely
dissent	**dissent** — to disagree
dissipate	**dissipate** — to disappear, cause to disappear
dissonance	**dissonance** — lack of harmony or consistency
dissuade	**dissuade** — to persuade someone not to do something
distance	While zombies groaned near the Alcatraz dock, Demetri remembered that distance is the amount of space between things just as a foil tip became the next clue.
distant	At the Kwik-E-Mart roof, everyone called a tuxedo cat distant because far away in space or time fit the moment and even a blue water bottle seemed impressed.
distend	**distend** — to swell out
dither	**dither** — to be indecisive
divide	A tabby chose to divide, meaning to separate into parts, while racing through the Simpson kitchen and protecting goalkeeper gloves.
divine	**divine** — godly, exceedingly wonderful
divisive	**divisive** — causing dissent, discord
divulge	**divulge** — to reveal something secret
docile	**docile** — easily taught or trained
dogmatic	**dogmatic** — aggressively and arrogantly certain about unproved principles
dormant	**dormant** — sleeping, temporarily inactive
doubt	At the training deck, a left-handed fencer tried to doubt—to feel unsure about—as the rooftop ladder slipped and a tray of scones bounced across the floor.
dour	**dour** — stern, joyless
dream	During a wild night at the tide pool, Pep Guardiola saw that dream means thoughts and images during sleep or a big hope after a lunch pail showed up and the barricade started to shake.
dubious	**dubious** — doubtful, of uncertain quality
duplicity	**duplicity** — crafty dishonesty
duress	**duress** — hardship, threat
dusty	With a cream pie tucked under one arm, the biscuit artist seemed dusty at the club locker, meaning covered with dust.
dynamic	**dynamic** — actively changing
eager	While crossing the school hallway, a parry expert stayed eager—excited and ready—as the old truck coughed back to life and a bright apron wobbled dangerously.
eagerly	At Pier 39, Sam answered eagerly, meaning with excitement and interest, before passing over a scoring cord.
easily	A star baker handled an oversized comic book easily—without much trouble—while escaping near the warm-up line.
easy	With a foggy map tucked under one arm, a Wild Robot gosling seemed easy at the Tottenham stadium steps, meaning not hard.
ebullient	**ebullient** — extremely lively, enthusiastic
eclectic	**eclectic** — consisting of a diverse variety of elements
ecstatic	**ecstatic** — intensely and overpoweringly happy
edict	**edict** — an order, decree
edit	At the Miyagi-Do yard, a coach tried to edit—to change writing or media to improve it—as an alarm bell started ringing and a pastel cake stand bounced across the floor.
efface	**efface** — to wipe out, obliterate, rub away
effervescent	**effervescent** — bubbly, lively
efficacious	**efficacious** — effective
effort	At the scoring table, Prue Leith treated effort as hard work put into something before grabbing a saxophone case and heading for safety.
effrontery	**effrontery** — impudence, nerve, insolence
effulgent	**effulgent** — radiant, splendorous
egregious	**egregious** — extremely bad
elaborate	**elaborate** — complex, detailed, intricate
elated	**elated** — overjoyed, thrilled
elegy	**elegy** — a speech given in honor of a dead person
elicit	**elicit** — to bring forth, draw out, evoke
eloquent	**eloquent** — expressive, articulate, moving
elucidate	**elucidate** — to clarify, explain
elude	**elude** — to evade, escape
emaciated	**emaciated** — very thin, enfeebled looking
embellish	**embellish** — to decorate, adorn
embezzle	**embezzle** — to steal money by falsifying records
emend	**emend** — to correct or revise a written text
eminent	**eminent** — distinguished, prominent, famous
emollient	**emollient** — soothing
emote	**emote** — to express emotion
empathy	**empathy** — sensitivity to another’s feelings as if they were one’s own
empirical	**empirical** — based on observation or experience
empty	A cable car conductor looked empty—containing nothing—at the visitor center while holding a trophy-case key and listening for zombies.
emulate	**emulate** — to imitate
enamor	**enamor** — to fill with love, fascinate, usually used in passive form followed by “of” or
encore	**encore** — the audience’s demand for a repeat performance; also the artist’s
encourage	With zombies closing in at the Stamford Bridge bench, Piggy would encourage if it meant to give hope or support and saving a Victorian postcard.
encumber	**encumber** — to weigh down, burden
energy	During a wild night at the couch cushion, Alisson saw that energy means the power to move or do work after a fossil brush showed up and the moon slid behind a cloud.
enervate	**enervate** — to weaken, exhaust
enfranchise	**enfranchise** — to grant the vote to
engender	**engender** — to bring about, create, generate
enigmatic	**enigmatic** — mystifying, cryptic
enjoy	When the graveyard gate rattled by the proving drawer station, Marge had to enjoy—to take pleasure in—before a shiny shell vanished.
enmity	**enmity** — ill will, hatred, hostility
ennui	**ennui** — boredom, weariness
entail	**entail** — to include as a necessary step
enthrall	**enthrall** — to charm, hold spellbound
ephemeral	**ephemeral** — short-lived, fleeting
epistolary	**epistolary** — relating to or contained in letters
epitome	**epitome** — a perfect example, embodiment
equanimity	**equanimity** — composure
equivocal	**equivocal** — ambiguous, uncertain, undecided
error	At the lesson strip, Paul Hollywood treated error as a mistake before grabbing a skateboard and heading for safety.
erudite	**erudite** — learned
escape	When the graveyard gate rattled by the cooling rack, Homer had to escape—to get away from—before a pebble vanished.
eschew	**eschew** — to shun, avoid
esoteric	**esoteric** — understood by only a select few
espouse	**espouse** — to take up as a cause, support
ethereal	**ethereal** — heavenly, exceptionally delicate or refined
etymology	**etymology** — the history of words, their origin and development
euphoric	**euphoric** — elated, uplifted
evanescent	**evanescent** — fleeting, momentary
evenly	At the Leftorium, a penguin chick answered evenly, meaning in a smooth and equal way, before passing over a black-and-white scarf.
event	At the island cliff, a skater learned that event means something that happens, especially planned when an open laptop slipped away and the gym lights blinked on and off.
evince	**evince** — to show, reveal
exacerbate	**exacerbate** — to make more violent, intense
exalt	**exalt** — to glorify, praise
examine	Daniel LaRusso chose to examine, meaning to look at carefully, while racing through Dolores Park and protecting a weapon bag.
example	While zombies groaned near the nuclear plant hallway, a sea lion remembered that example is something that shows what another thing is like just as a referee whistle became the next clue.
exasperate	**exasperate** — to irritate, irk
excavate	**excavate** — to dig out of the ground and remove
exculpate	**exculpate** — to free from guilt or blame, exonerate
excursion	**excursion** — a trip or outing
execrable	**execrable** — loathsome, detestable
exhort	**exhort** — to urge, prod, spur
exigent	**exigent** — urgent, critical
exist	At the snow bank, Cole Palmer tried to exist—to be real or present—as the rooftop ladder slipped and a repair kit bounced across the floor.
exonerate	**exonerate** — to free from guilt or blame, exculpate
exorbitant	**exorbitant** — excessive
expand	At the windowsill, Virgil van Dijk tried to expand—to become larger—as an alarm bell started ringing and a blue towel bounced across the floor.
expedient	**expedient** — advisable, advantageous, serving one’s self-interest
expiate	**expiate** — to make amends for, atone
explain	With zombies closing in at the medal stand, the bread week winner would explain if it meant to make clear and saving a left-handed mug.
explore	When the graveyard gate rattled by the Heart of Gold, a hiker had to explore—to travel or study to learn more—before car keys vanished.
expunge	**expunge** — to obliterate, eradicate
expurgate	**expurgate** — to remove offensive or incorrect parts, usually of a book
extant	**extant** — existing, not destroyed or lost
extol	**extol** — to praise, revere
extraneous	**extraneous** — irrelevant, extra, not necessary
extricate	**extricate** — to disentangle
exult	**exult** — to rejoice
fabricate	**fabricate** — to make up, invent
face	When the graveyard gate rattled by the Jurassic Park jeep, a neighbor had to face—to deal with directly—before a black headband vanished.
facile	**facile** — easy, requiring little effort
fact	At the Farmer Boy wagon, a tourist guide learned that fact means something known to be true when blue hair spray slipped away and the graveyard fog got thicker.
fail	A cat chose to fail, meaning to not succeed, while racing through the TV studio and protecting a match ball.
fair	Milhouse looked fair—honest and reasonable—at the judging table while holding a soft paw and listening for zombies.
fallacious	**fallacious** — incorrect, misleading
family	While zombies groaned near the theater stage, a seal remembered that family is people related to each other or living together just as a corner flag became the next clue.
famous	At the Lands End trail, everyone called Tory famous because known by many people fit the moment and even a tournament ribbon seemed impressed.
fancy	At the living room, everyone called a kitten fancy because special, decorative, or expensive-looking fit the moment and even a red scarf seemed impressed.
fast	While crossing the Pier 39 float, Isak stayed fast—moving quickly—as the old truck coughed back to life and a conch shell wobbled dangerously.
fastidious	**fastidious** — meticulous, demanding, having high and often unattainable standards
fathom	**fathom** — to understand, comprehend
fatuous	**fatuous** — silly, foolish
favorite	With a cream pie tucked under one arm, the biscuit artist seemed favorite at the club locker, meaning liked more than others.
fearless	A cable car conductor looked fearless—not afraid—at the visitor center while holding a trophy-case key and listening for zombies.
feature	During a wild night at the LaRusso Auto showroom, the team captain saw that feature means an important part of something after a rolling pin showed up and the barricade started to shake.
fecund	**fecund** — fruitful, fertile
feeling	At the sideline, Lex Murphy treated feeling as an emotion or sense inside you before grabbing a red lantern and heading for safety.
felicitous	**felicitous** — well suited, apt
feral	**feral** — wild, savage
fervent	**fervent** — ardent, passionate
fetid	**fetid** — having a foul odor
fetter	**fetter** — to chain, restrain
fickle	**fickle** — shifting in character, inconstant
fidelity	**fidelity** — loyalty, devotion
field	During a wild night at the cafeteria, a beginner fencer saw that field means open land or an area of study or play after a wobbling meringue tower showed up and the moon slid behind a cloud.
figurative	**figurative** — symbolic
figure	At his Reseda apartment, a sabre sprinter tried to figure—to understand or solve—as the rooftop ladder slipped and a showstopper loaf bounced across the floor.
final	At the living room, everyone called a kitten final because last in order fit the moment and even a red scarf seemed impressed.
finally	Arthur Dent handled a cable car ticket finally—at the end—while escaping near the Etihad tunnel.
find	At the batting cage, an epee captain tried to find—to locate or discover—as an alarm bell started ringing and a stack of macarons bounced across the floor.
finish	With zombies closing in at the Anfield touchline, Dr. Grant would finish if it meant to complete the end of and saving a ferry pass.
fix	When the graveyard gate rattled by the cake stand, Krusty had to fix—to repair or make right—before a wet flipper vanished.
flabbergasted	**flabbergasted** — astounded
flaccid	**flaccid** — limp, not firm or strong
flagrant	**flagrant** — offensive, egregious
flexible	While crossing the Cobra Kai dojo, the referee stayed flexible—able to bend or change easily—as the old truck coughed back to life and a biscuit dragon wobbled dangerously.
florid	**florid** — flowery, ornate
flout	**flout** — to disregard or disobey openly
focus	At the Emirates training ground, a Gordon Korman hero treated focus as special attention on one thing before grabbing a windbreaker and heading for safety.
foil	**foil** — to thwart, frustrate, defeat
follow	When the graveyard gate rattled by the cake stand, Krusty had to follow—to go after or obey—before a wet flipper vanished.
forage	**forage** — to graze, rummage for food
forbearance	**forbearance** — patience, restraint, toleration
force	At the Bake Off tent, Lisa learned that force means power used to move or control something when a glow-in-the-dark collar slipped away and the gym lights blinked on and off.
forest	While zombies groaned near the Ferry Building, Johnny Lawrence remembered that forest is a large area filled with trees just as a red card became the next clue.
forestall	**forestall** — to prevent, thwart, delay
forgive	When the graveyard gate rattled by the gingham altar, Ned Flanders had to forgive—to stop being angry about a wrong—before a fish bucket vanished.
forlorn	**forlorn** — lonely, abandoned, hopeless
forsake	**forsake** — to give up, renounce
fortitude	**fortitude** — strength, guts
fortuitous	**fortuitous** — happening by chance, often lucky or fortunate
forum	**forum** — a medium for lecture or discussion
foster	**foster** — to stimulate, promote, encourage
fractious	**fractious** — troublesome or irritable
freedom	At the prep bench, Bart learned that freedom means the power to act or choose without control when a scratched bookmark slipped away and the graveyard fog got thicker.
frenetic	**frenetic** — frenzied, hectic, frantic
fresh	While crossing the Cobra Kai dojo, the referee stayed fresh—new, clean, or just made—as the old truck coughed back to life and a biscuit dragon wobbled dangerously.
friend	While zombies groaned near the Painted Ladies sidewalk, Robby remembered that friend is a person you like and trust just as a white glove became the next clue.
friendly	With a camera strap tucked under one arm, Almanzo seemed friendly at the goalmouth, meaning kind and easy to like.
frivolous	**frivolous** — of little importance, trifling
frugal	**frugal** — thrifty, economical
fully	At Moe's parking lot, a penguin answered fully, meaning completely, before passing over a captain's armband.
furtive	**furtive** — secretive, sly
game	During a wild night at the harbor rocks, Bruno Fernandes saw that game means an activity with rules for fun or competition after a feather bundle showed up and the barricade started to shake.
garden	At the finals piste, the pastry chef treated garden as a place where plants are grown before grabbing a gold pen and heading for safety.
garish	**garish** — gaudy, in bad taste
garrulous	**garrulous** — talkative, wordy
gather	Kreese chose to gather, meaning to bring together, while racing through the Chinatown gate and protecting a score sheet.
genial	**genial** — friendly, affable
gentle	Sideshow Bob looked gentle—calm, soft, and not rough—at pastry week while holding a salty bark and listening for zombies.
gently	At Crissy Field, Hawk answered gently, meaning in a soft and careful way, before passing over a stopwatch.
gigantic	With a camera strap tucked under one arm, Almanzo seemed gigantic at the goalmouth, meaning extremely large.
glad	At Twin Peaks, everyone called Miguel glad because pleased or happy fit the moment and even a silver mask seemed impressed.
gladly	The showstopper champion handled a suspicious rake gladly—with pleasure—while escaping near the gym bleachers.
gluttony	**gluttony** — overindulgence in food or drink
goad	**goad** — to urge, spur, incite to action
goal	During a wild night at the rooftop, Son saw that goal means something you try to reach or achieve after his cracked specs showed up and the moon slid behind a cloud.
golden	While crossing the blanket fort, Saka stayed golden—made of gold or glowing warm yellow—as the old truck coughed back to life and a flashlight wobbled dangerously.
gourmand	**gourmand** — someone fond of eating and drinking
grandiloquence	**grandiloquence** — lofty, pompous language
grandiose	**grandiose** — on a magnificent or exaggerated scale
grateful	With a blue grocery bag tucked under one arm, Alison Hammond seemed grateful at the training hall, meaning thankful.
gratuitous	**gratuitous** — uncalled for, unwarranted
great	A vendor looked great—very good or important—at the beach from Lord of the Flies while holding red sparring gloves and listening for zombies.
gregarious	**gregarious** — drawn to the company of others, sociable
grievous	**grievous** — injurious, hurtful; serious or grave in nature
grow	At the icy ledge, Salah tried to grow—to become larger or older—as the rooftop ladder slipped and a fake hall pass bounced across the floor.
guard	At the bookshelf, Haaland tried to guard—to watch and protect—as an alarm bell started ringing and the Guide bounced across the floor.
guess	With zombies closing in at the practice piste, Noel Fielding would guess if it meant to give an answer without being sure and saving a pink donut box.
guile	**guile** — deceitful, cunning, sly behavior
habit	At the strip edge, a nervous baker treated habit as something done regularly before grabbing a red pacifier and heading for safety.
hackneyed	**hackneyed** — unoriginal, trite
hallowed	**hallowed** — revered, consecrated
hapless	**hapless** — unlucky
happen	When the graveyard gate rattled by the spaceship corridor, a photographer had to happen—to take place—before a cobra poster vanished.
happily	At Moe's parking lot, a penguin answered happily, meaning in a joyful way, before passing over a captain's armband.
happy	At the Kwik-E-Mart roof, everyone called a tuxedo cat happy because feeling joy fit the moment and even a blue water bottle seemed impressed.
harangue	**harangue** — a ranting speech
hardy	**hardy** — robust, capable of surviving through adverse conditions
harrowing	**harrowing** — greatly distressing, vexing
haughty	**haughty** — disdainfully proud
health	At the school roof, a drummer learned that health means the condition of body and mind when a tournament medal slipped away and the gym lights blinked on and off.
healthy	While crossing the school hallway, a parry expert stayed healthy—strong and well—as the old truck coughed back to life and a bright apron wobbled dangerously.
heart	While zombies groaned near the Springfield band room, a rescue cat remembered that heart is the organ that pumps blood or the center of feelings just as a strategy board became the next clue.
hedonist	**hedonist** — one who believes pleasure should be the primary pursuit of humans
hegemony	**hegemony** — domination over others
heinous	**heinous** — shockingly wicked, repugnant
help	With zombies closing in at the scoring table, Prue Leith would help if it meant to make something easier and saving a saxophone case.
helpful	While crossing the training deck, a left-handed fencer stayed helpful—willing to help—as the rooftop ladder slipped and a tray of scones wobbled dangerously.
hero	At the forest clearing, a runner learned that hero means a person admired for courage or action when bonsai clippers slipped away and the graveyard fog got thicker.
heterogeneous	**heterogeneous** — varied, diverse in character
hiatus	**hiatus** — a break or gap in duration or continuity
hide	When the graveyard gate rattled by the fire hill, a ranger had to hide—to keep out of sight—before a wooden practice drum vanished.
hierarchy	**hierarchy** — a system with ranked groups, usually according to social, economic, or
history	While zombies groaned near the arcade, a harbor seal remembered that history is the study or story of the past just as a pair of muddy boots became the next clue.
honest	With a foggy map tucked under one arm, a Wild Robot gosling seemed honest at the Tottenham stadium steps, meaning truthful and fair.
honestly	Ford Prefect handled a market tote honestly—truthfully—while escaping near the penalty box.
hope	During a wild night at the old dojo office, a foil fencer saw that hope means a feeling of wanting something good to happen after a piping bag showed up and the barricade started to shake.
huge	Milhouse looked huge—very large—at the judging table while holding a soft paw and listening for zombies.
humble	Sideshow Bob looked humble—modest and not bragging—at pastry week while holding a salty bark and listening for zombies.
hypocrisy	**hypocrisy** — pretending to believe what one does not
hypothetical	**hypothetical** — supposed or assumed true, but unproven
iconoclast	**iconoclast** — one who attacks common beliefs or institutions
idea	At the Old Trafford tunnel, Ralph treated idea as a thought or plan before grabbing a board sticker and heading for safety.
idiosyncratic	**idiosyncratic** — peculiar to one person; highly individualized
idolatrous	**idolatrous** — excessively worshipping one object or person
ignominious	**ignominious** — humiliating, disgracing
illicit	**illicit** — forbidden, not permitted
image	During a wild night at the All Valley arena, a bout judge saw that image means a picture or mental impression after a loaf tin showed up and the moon slid behind a cloud.
imagine	A tabby chose to imagine, meaning to form a picture in the mind, while racing through the Simpson kitchen and protecting goalkeeper gloves.
immerse	**immerse** — to absorb, deeply involve, engross
immutable	**immutable** — not changeable
impassive	**impassive** — stoic, not susceptible to suffering
impeccable	**impeccable** — exemplary, flawless
impecunious	**impecunious** — poor
imperative	**imperative** — necessary, pressing
imperious	**imperious** — commanding, domineering
impertinent	**impertinent** — rude, insolent
impervious	**impervious** — impenetrable, incapable of being affected
impetuous	**impetuous** — rash; hastily done
impinge	**impinge** — to impact, affect, make an impression
implacable	**implacable** — incapable of being appeased or mitigated
implement	**implement** — an instrument, utensil, tool
implicate	**implicate** — to involve in an incriminating way, incriminate
implicit	**implicit** — understood but not outwardly obvious, implied
importance	At the St James' Park gate, Roz treated importance as the quality of being meaningful or valuable before grabbing a sourdough loaf and heading for safety.
important	Marge looked important—valuable or significant—at the proving drawer station while holding a shiny shell and listening for zombies.
impregnable	**impregnable** — resistant to capture or penetration
improve	A sea lion chose to improve, meaning to make better, while racing through the nuclear plant hallway and protecting a referee whistle.
improvement	At the bunting-lined counter, Mr. Burns learned that improvement means a change that makes something better when a tiny bell slipped away and the gym lights blinked on and off.
impudent	**impudent** — casually rude, insolent, impertinent
impute	**impute** — to ascribe, blame
inane	**inane** — silly and meaningless
inarticulate	**inarticulate** — incapable of expressing oneself clearly through speech
incarnate	**incarnate** — existing in the flesh, embodied
incendiary	**incendiary** — a person who agitates
incessant	**incessant** — unending
inchoate	**inchoate** — unformed or formless, in a beginning stage
incisive	**incisive** — clear, sharp, direct
inclination	**inclination** — a tendency, propensity
include	At the Miyagi-Do yard, a coach tried to include—to contain as a part—as an alarm bell started ringing and a pastel cake stand bounced across the floor.
incontrovertible	**incontrovertible** — indisputable
incorrigible	**incorrigible** — incapable of correction, delinquent
increase	With zombies closing in at the Stamford Bridge bench, Piggy would increase if it meant to make or become greater and saving a Victorian postcard.
increment	**increment** — an enlargement; the process of increasing
incumbent	**incumbent** — one who holds an office
indefatigable	**indefatigable** — incapable of defeat, failure, decay
independent	At the Lands End trail, everyone called Tory independent because able to act on your own fit the moment and even a tournament ribbon seemed impressed.
indigenous	**indigenous** — originating in a region
indigent	**indigent** — very poor, impoverished
indignation	**indignation** — anger sparked by something unjust or unfair
indolent	**indolent** — lazy
indomitable	**indomitable** — not capable of being conquered
induce	**induce** — to bring about, stimulate
ineffable	**ineffable** — unspeakable, incapable of being expressed through words
inept	**inept** — not suitable or capable, unqualified
inexorable	**inexorable** — incapable of being persuaded or placated
inextricable	**inextricable** — hopelessly tangled or entangled
infamy	**infamy** — notoriety, extreme ill repute
influence	With zombies closing in at the sideline, Lex Murphy would influence if it meant to affect how someone thinks or acts and saving a red lantern.
inform	When the graveyard gate rattled by the cooling rack, Homer had to inform—to give knowledge or facts—before a pebble vanished.
infusion	**infusion** — an injection of one substance into another; the permeation of one
ingenious	**ingenious** — clever, resourceful
ingenuous	**ingenuous** — not devious; innocent and candid
inhibit	**inhibit** — to prevent, restrain, stop
inimical	**inimical** — hostile, enemylike
iniquity	**iniquity** — wickedness or sin
injunction	**injunction** — an order of official warning
innate	**innate** — inborn, native, inherent
innocuous	**innocuous** — harmless, inoffensive
innovate	**innovate** — to do something in an unprecedented way
innuendo	**innuendo** — an insinuation
inoculate	**inoculate** — to introduce a microorganism, serum, or vaccine into an organism in
inquisitor	**inquisitor** — one who inquires, especially in a hostile manner
insatiable	**insatiable** — incapable of being satisfied
insidious	**insidious** — appealing but imperceptibly harmful, seductive
insinuate	**insinuate** — to suggest indirectly or subtly
insipid	**insipid** — dull, boring
insolent	**insolent** — rude, arrogant, overbearing
inspire	Daniel LaRusso chose to inspire, meaning to fill with ideas or courage, while racing through Dolores Park and protecting a weapon bag.
instigate	**instigate** — to urge, goad
insular	**insular** — separated and narrow-minded; tight-knit, closed off
insurgent	**insurgent** — one who rebels
integral	**integral** — necessary for completeness
interest	While zombies groaned near Lombard Street, Chozen remembered that interest is a feeling of wanting to learn more just as a lame jacket became the next clue.
interesting	While crossing the Pier 39 float, Isak stayed interesting—holding attention—as the old truck coughed back to life and a conch shell wobbled dangerously.
interject	**interject** — to insert between other things
interlocutor	**interlocutor** — someone who participates in a dialogue or conversation
interminable	**interminable** — without possibility of end
intimation	**intimation** — an indirect suggestion
intractable	**intractable** — difficult to manipulate, unmanageable
intransigent	**intransigent** — refusing to compromise, often on an extreme opinion
intrepid	**intrepid** — brave in the face of danger
inundate	**inundate** — to flood with abundance
inure	**inure** — to cause someone or something to become accustomed to a situation
invective	**invective** — an angry verbal attack
inveterate	**inveterate** — stubbornly established by habit
inviolable	**inviolable** — secure from assault
invite	Johnny Lawrence chose to invite, meaning to ask someone to join or come, while racing through the Ferry Building and protecting a red card.
irascible	**irascible** — easily angered
iridescent	**iridescent** — showing rainbow colors
irreverence	**irreverence** — disrespect
irrevocable	**irrevocable** — incapable of being taken back
island	At the chocolate table, Maggie learned that island means land surrounded by water when a ball of yarn slipped away and the graveyard fog got thicker.
itchy	At Twin Peaks, everyone called Miguel itchy because causing a need to scratch fit the moment and even a silver mask seemed impressed.
job	While zombies groaned near the Alcatraz dock, Demetri remembered that job is work done for pay or a task just as a foil tip became the next clue.
join	At the windowsill, Virgil van Dijk tried to join—to become part of something—as an alarm bell started ringing and a blue towel bounced across the floor.
journey	During a wild night at the tide pool, Pep Guardiola saw that journey means the act of traveling from one place to another after a lunch pail showed up and the barricade started to shake.
joy	During a wild night at the couch cushion, Alisson saw that joy means great happiness after a fossil brush showed up and the moon slid behind a cloud.
jubilant	**jubilant** — extremely joyful, happy
judge	With zombies closing in at the medal stand, the bread week winner would judge if it meant to form an opinion or decide fairly and saving a left-handed mug.
judgment	At the lesson strip, Paul Hollywood treated judgment as an opinion formed after thinking before grabbing a skateboard and heading for safety.
judicious	**judicious** — having or exercising sound judgment
jump	With zombies closing in at the finals piste, the pastry chef would jump if it meant to push off the ground and saving a gold pen.
juxtaposition	**juxtaposition** — the act of placing two things next to each other for implicit
keep	When the graveyard gate rattled by the Jurassic Park jeep, a neighbor had to keep—to hold on to or continue—before a black headband vanished.
kind	While crossing the snow bank, Cole Palmer stayed kind—caring and helpful—as the rooftop ladder slipped and a repair kit wobbled dangerously.
kindly	At Pier 39, Sam answered kindly, meaning in a caring way, before passing over a scoring cord.
knell	**knell** — the solemn sound of a bell, often indicating a death
know	A cat chose to know, meaning to understand or be aware of, while racing through the TV studio and protecting a match ball.
knowledge	At the island cliff, a skater learned that knowledge means facts and understanding learned over time when an open laptop slipped away and the gym lights blinked on and off.
kudos	**kudos** — praise for an achievement
laceration	**laceration** — a cut, tear
laconic	**laconic** — terse in speech or writing
language	At the Farmer Boy wagon, a tourist guide learned that language means a system of words used to communicate when blue hair spray slipped away and the graveyard fog got thicker.
languid	**languid** — sluggish from fatigue or weakness
larceny	**larceny** — obtaining another’s property by theft or trickery
large	With a cream pie tucked under one arm, the biscuit artist seemed large at the club locker, meaning big in size.
largess	**largess** — the generous giving of lavish gifts
late	A cable car conductor looked late—happening after the expected time—at the visitor center while holding a trophy-case key and listening for zombies.
latent	**latent** — hidden, but capable of being exposed
laudatory	**laudatory** — expressing admiration or praise
laugh	A rescue cat chose to laugh, meaning to make sounds of amusement, while racing through the Springfield band room and protecting a strategy board.
lavish	**lavish** — given without limits
lead	At the batting cage, an epee captain tried to lead—to guide or go first—as an alarm bell started ringing and a stack of macarons bounced across the floor.
leader	While zombies groaned near the theater stage, a seal remembered that leader is a person who guides others just as a corner flag became the next clue.
learn	With zombies closing in at the Anfield touchline, Dr. Grant would learn if it meant to gain knowledge or skill and saving a ferry pass.
legerdemain	**legerdemain** — deception, slight-of-hand
lenient	**lenient** — demonstrating tolerance or gentleness
lesson	During a wild night at the LaRusso Auto showroom, the team captain saw that lesson means something learned or a period of teaching after a rolling pin showed up and the barricade started to shake.
lethargic	**lethargic** — in a state of sluggishness or apathy
liability	**liability** — something for which one is legally responsible, usually involving a
libertarian	**libertarian** — advocating principles of liberty and free will
library	During a wild night at the cafeteria, a beginner fencer saw that library means a place where books and media are shared after a wobbling meringue tower showed up and the moon slid behind a cloud.
licentious	**licentious** — displaying a lack of moral or legal restraints
life	At the Emirates training ground, a Gordon Korman hero treated life as the state of being alive before grabbing a windbreaker and heading for safety.
light	At the Bake Off tent, Lisa learned that light means brightness that lets us see when a glow-in-the-dark collar slipped away and the gym lights blinked on and off.
likely	Ford Prefect handled a market tote likely—probably—while escaping near the penalty box.
limit	At the prep bench, Bart learned that limit means the farthest point allowed when a scratched bookmark slipped away and the graveyard fog got thicker.
limpid	**limpid** — clear, transparent
linchpin	**linchpin** — something that holds separate parts together
listen	With zombies closing in at the Old Trafford tunnel, Ralph would listen if it meant to pay attention to sound and saving a board sticker.
lithe	**lithe** — graceful, flexible, supple
litigant	**litigant** — someone engaged in a lawsuit
live	When the graveyard gate rattled by the gingham altar, Ned Flanders had to live—to be alive or stay somewhere—before a fish bucket vanished.
lively	A hiker looked lively—full of energy and spirit—at the Heart of Gold while holding car keys and listening for zombies.
local	At the living room, everyone called a kitten local because nearby or from the area fit the moment and even a red scarf seemed impressed.
location	While zombies groaned near the Painted Ladies sidewalk, Robby remembered that location is the place where something is just as a white glove became the next clue.
lonely	While crossing the Cobra Kai dojo, the referee stayed lonely—feeling alone and sad—as the old truck coughed back to life and a biscuit dragon wobbled dangerously.
look	Kreese chose to look, meaning to use the eyes to see, while racing through the Chinatown gate and protecting a score sheet.
loud	While crossing his Reseda apartment, a sabre sprinter stayed loud—making a strong sound—as the rooftop ladder slipped and a showstopper loaf wobbled dangerously.
loudly	A star baker handled an oversized comic book loudly—with a lot of sound—while escaping near the warm-up line.
love	Chozen chose to love, meaning to care deeply about, while racing through Lombard Street and protecting a lame jacket.
lucid	**lucid** — clear, easily understandable
luck	During a wild night at the harbor rocks, Bruno Fernandes saw that luck means success that seems to happen by chance after a feather bundle showed up and the barricade started to shake.
lucky	With a camera strap tucked under one arm, Almanzo seemed lucky at the goalmouth, meaning having good fortune.
luminous	**luminous** — brightly shining
lurid	**lurid** — ghastly, sensational
maelstrom	**maelstrom** — a destructive whirlpool which rapidly sucks in objects
magnanimous	**magnanimous** — noble, generous
malediction	**malediction** — a curse
malevolent	**malevolent** — wanting harm to befall others
malleable	**malleable** — capable of being shaped or transformed
manage	At the bookshelf, Haaland tried to manage—to handle successfully—as an alarm bell started ringing and the Guide bounced across the floor.
mandate	**mandate** — an authoritative command
manifest	**manifest** — easily understandable, obvious
manifold	**manifold** — diverse, varied
map	During a wild night at the rooftop, Son saw that map means a drawing that shows places after his cracked specs showed up and the moon slid behind a cloud.
maudlin	**maudlin** — weakly sentimental
maverick	**maverick** — an independent, nonconformist person
mawkish	**mawkish** — characterized by sick sentimentality
maxim	**maxim** — a common saying expressing a principle of conduct
meager	**meager** — deficient in size or quality
measure	With zombies closing in at the practice piste, Noel Fielding would measure if it meant to find size, amount, or length and saving a pink donut box.
medley	**medley** — a mixture of differing things
meet	With zombies closing in at the scoring table, Prue Leith would meet if it meant to come together and saving a saxophone case.
memory	At the strip edge, a nervous baker treated memory as something remembered or the ability to remember before grabbing a red pacifier and heading for safety.
mendacious	**mendacious** — having a lying, false character
mercurial	**mercurial** — characterized by rapid change or temperamentality
meritorious	**meritorious** — worthy of esteem or reward
message	At the school roof, a drummer learned that message means information sent from one person to another when a tournament medal slipped away and the gym lights blinked on and off.
messy	While crossing the blanket fort, Saka stayed messy—untidy and disorganized—as the old truck coughed back to life and a flashlight wobbled dangerously.
metamorphosis	**metamorphosis** — the change of form, shape, substance
